J;F;M;A;M;J;J;A;S;O;N;D;Station
0;0;0;1069;3764;4123;5188;5121;3959;2732;936;0;Ste-Émilie / Sir-Georges-Etienne-Cartier
0;0;0;311;2219;1068;0;0;0;0;0;0;Ste-Émilie / St-Rémi
0;0;0;84;343;642;786;768;606;344;89;0;Stinson / Montpellier
0;0;0;207;551;602;700;686;197;0;0;0;Stuart / St-Viateur
0;0;0;729;2403;3136;1748;2151;2642;1878;635;0;Swail / Decelles
0;0;0;0;0;0;0;0;0;24;4;0;Terminus Le Carrefour (Terry-Fox / Le Carr)
0;0;0;0;0;0;0;82;102;54;21;0;Terminus Le Carrefour (Terry-Fox / Le Carrefour)
0;0;0;18;192;277;282;216;151;102;39;0;Terminus Newman (Airlie / Lafleur)
0;0;0;91;462;553;558;511;375;306;94;0;Thimens / Alexis-Nihon
0;0;0;276;862;987;1131;1161;1024;833;290;0;Tolhurst / Fleury
0;0;0;55;359;431;468;466;362;197;61;0;Travaux publics LaSalle (Cordner / Léger)
0;0;0;1128;4079;4775;4907;5087;5151;3932;1305;0;Tupper / du Fort
0;0;0;811;2442;2802;3174;3198;2801;2019;799;0;Turgeon / Notre-Dame
0;0;0;584;2000;2109;2396;2287;2935;2071;769;0;U. Concordia - Campus Loyola (Sherbrooke / West Broadway)
0;0;0;826;2143;2568;2833;2507;1787;2171;880;0;Union / René-Lévesque
0;0;0;0;1197;2204;2418;2274;2113;1868;760;0;Union / Ste-Catherine
0;0;0;0;0;0;0;0;0;1255;603;0;University / des Pins
0;0;0;2418;6330;6706;6817;8075;14250;11710;5039;0;University / Milton
0;0;0;1320;4542;4582;4781;5252;8104;6254;2712;0;University / Prince-Arthur
0;0;0;1768;5306;6045;6403;6864;6836;6187;2425;0;Vallières / St-Laurent
0;0;0;665;1848;2166;2604;2673;2557;1837;546;0;Valois / Ontario
0;0;0;648;2047;2380;2758;2797;2545;2013;743;0;Valois / Ste-Catherine
0;0;0;0;0;863;887;959;841;609;309;0;Vendôme / Sherbrooke
0;0;0;101;327;349;356;366;258;192;62;0;Victoria / 18e avenue Lachine
0;0;0;980;3128;3449;3891;3726;3298;2503;988;0;Victoria / de Maisonneuve
0;0;0;776;2438;2607;2742;2600;1982;1635;653;0;Victoria Hall
0;0;0;504;1821;2110;2651;2589;2255;1568;396;0;Viger / Chenneville
0;0;0;1438;4234;4200;4359;4863;4808;2085;746;0;Villeneuve / de l'Hôtel-de-Ville
0;0;0;1505;4297;5281;5558;6038;5994;5053;2001;0;Villeneuve / du Parc
0;0;0;0;0;1389;1718;648;0;0;0;0;Villeneuve / St-Denis
0;0;0;1820;5197;5896;6103;6256;6560;5816;2244;0;Villeneuve / St-Laurent
0;0;0;1229;3465;4061;4067;4189;4676;4119;1618;0;Villeneuve / St-Urbain
0;0;0;274;902;931;961;563;464;300;79;0;Villeray / St-Michel
0;0;0;1393;4387;4751;5264;5464;5184;4531;1889;0;Waverly / St-Viateur
0;0;0;673;1797;1941;2256;2387;2294;1792;712;0;Waverly / St-Zotique
0;0;0;488;1427;1787;1568;1796;2044;1809;650;0;Waverly / Van Horne
0;0;0;0;0;1363;3486;4971;2437;0;0;0;Wellington / 2e avenue
0;0;0;0;0;1593;3615;3383;1987;0;0;0;Wellington / Gordon
0;0;0;0;0;1606;3914;5477;2442;0;0;0;Wellington / Hickson
0;0;0;959;2788;3039;2972;3473;3498;2870;1006;0;Wilderton  / Van Horne
0;0;0;551;2091;2480;2867;2835;2493;1798;747;0;William / Robert-Bourassa
0;0;0;954;3148;3965;4325;4018;3495;2623;964;0;William / St-Henri
0;0;0;0;391;1161;1421;1204;1045;932;394;0;Wolfe / de la Gauchetière
0;0;0;559;1354;1762;1765;1912;1743;1259;381;0;Wolfe / René-Lévesque
0;0;0;1032;2562;2797;3062;2970;2909;2449;927;0;Wolfe / Robin
0;0;0;0;0;0;474;2900;1098;0;0;0;Wolfe / Ste-Catherine
0;0;0;655;2059;2451;2619;2639;2118;1653;625;0;Wurtele / de Rouen
0;0;0;1887;5676;6217;7420;7189;6128;4669;1733;0;Young / Wellington
0;0;0;1406;4330;4667;4023;4479;5740;4529;1855;0;Édouard-Montpetit / de Stirling
0;0;0;2162;7062;7650;6941;8555;7778;6237;2354;0;Émile-Duployé / Sherbrooke
0;0;0;304;1302;1367;1353;1731;2075;1401;605;0;Émile-Journault / de Chateaubriand
